,Age,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId,Nationality_African,Nationality_American,Nationality_Asian,Nationality_Australian,Nationality_European,Fee Structure_High,Fee Structure_Low,Fee Structure_Mid,Loyalty Classification_Gold,Loyalty Classification_Jade,Loyalty Classification_Platinum,Loyalty Classification_Silver,Income Band_Low,Income Band_Mid,Income Band_High
1548,25,342396.72,54688.5,3,3446.55,901247.99,350878.56,91533.54,190084.65,70924.41,2475385.7,2,4,4,1,19,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1549,68,80765.88,13141.2,1,903.76,78101.29,48562.8,32654.3,46477.95,15065.44,290271.67,3,1,1,1,20,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1550,73,176480.36,34644.45,1,1190.71,585187.38,260575.31,314344.82,123090.81,28459.02,882756.39,3,2,2,2,21,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1551,27,34363.72,21179.73,1,3295.13,608489.7,1264219.14,342562.61,416295.13,48618.12,1524000.72,1,1,3,2,22,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1552,31,212002.5,13938.5,1,3269.37,705539.64,315219.34,311178.07,55769.58,24006.45,418455.96,0,2,4,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1553,75,181525.44,34293.6,1,4470.86,1133013.67,156772.43,54390.44,50689.75,15540.84,1558621.01,1,2,1,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1554,60,61488.5,31544.64,1,273.33,253955.93,292495.85,76972.59,118537.79,54716.37,1119246.37,3,2,1,2,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
1555,59,77567.8,12646.48,2,482.03,260742.79,254105.56,179991.44,179850.27,661.45,84938.31,0,1,1,1,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1556,39,81291.16,10274.1,3,9274.12,1241203.44,1680247.96,379782.07,424089.98,36109.25,2430078.49,1,2,2,2,8,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1557,26,129574.89,6106.65,1,67.85,150913.81,514861.52,507808.62,154035.28,14027.21,637115.46,0,2,2,1,9,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1558,24,341325.33,14667.12,2,2981.66,477384.97,764580.54,646252.6,232286.85,30319.23,1368961.17,2,2,3,2,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1559,44,146610.24,18992.4,3,683.43,435339.3,96693.04,93176.93,64450.3,2869.35,638184.03,2,2,3,2,11,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1560,63,62305.63,1775.5,2,805.37,238816.22,143851.73,40685.34,103573.24,22491.81,125146.64,3,1,3,1,12,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1561,37,189742.77,23607.71,1,530.12,193600.01,296574.4,124147.42,128009.79,25188.34,835097.65,2,2,3,1,13,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1562,36,491409.52,34176.57,2,4891.11,1468097.33,521357.75,181149.73,135553.02,103795.38,512143.41,2,5,3,1,14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1563,26,297603.88,47232.57,2,4773.3,957889.71,655045.49,208750.76,577519.78,10808.04,1249345.19,0,2,3,1,15,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1564,75,252612.86,27437.76,1,8765.06,311486.21,816460.51,176099.32,303904.74,55843.23,1119019.78,1,3,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1565,74,121293.88,20721.92,1,2167.26,1183417.53,0.0,0.0,0.0,5374.14,182024.19,3,2,4,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1566,64,283076.28,44260.65,3,2479.94,434375.62,55301.51,39778.28,71552.4,3708.07,63294.97,1,2,4,2,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1567,25,110572.21,18163.2,1,1933.21,476101.86,37664.31,10823.08,22403.77,42739.41,1278489.08,2,2,1,2,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1568,54,62559.67,26774.23,1,778.54,245560.97,206792.3,152846.48,61857.87,33283.37,479575.47,3,1,2,1,5,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1569,18,200436.8,62653.45,1,848.07,479104.12,1883360.08,1283351.56,398672.33,86455.4,212606.68,1,5,3,2,6,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1570,58,144736.43,29361.41,1,1535.32,492107.21,702159.58,711278.53,172530.64,21278.81,884355.78,1,2,4,1,7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1571,38,117501.67,34283.52,1,5583.4,351717.87,1724459.0,856594.02,181237.26,7702.39,1076992.7,0,2,1,1,8,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1572,50,70908.01,5827.36,1,1760.37,441249.45,344791.35,222677.75,129655.91,15339.61,289990.04,2,1,1,2,9,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1573,84,64212.22,27972.56,1,2864.03,665377.22,307164.55,144101.89,221006.79,25557.18,993089.16,2,2,1,1,10,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1574,63,149346.65,29221.08,2,2580.41,590881.85,3359892.5,1702050.81,452480.26,20512.58,646156.8,0,4,2,2,11,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1575,55,109855.48,19648.2,1,2247.4,458086.39,291375.61,191215.25,29866.0,11316.36,1028243.67,3,1,2,1,12,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1576,60,103961.09,20240.92,2,2256.38,490614.39,862135.02,197220.43,256386.56,13699.38,105736.4,3,1,3,1,13,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1577,24,433365.49,11774.58,2,6543.32,980636.28,1390316.98,1012366.73,415070.36,2148.85,726069.51,3,4,3,1,14,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1578,67,150898.04,18778.08,2,42.64,284352.57,606505.38,321091.09,321804.62,9160.93,399466.37,2,2,3,1,15,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1579,28,139596.55,26119.98,1,12102.46,222968.93,540406.22,317194.95,78123.94,48294.34,339270.64,3,5,3,2,16,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1580,62,141515.02,4827.24,1,1563.07,333744.67,103201.62,92338.29,77183.95,9673.24,441118.87,1,2,3,1,17,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1581,69,66543.57,4081.02,1,1225.84,333472.48,126886.33,175526.09,22289.7,16574.18,522315.28,1,1,3,1,18,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1582,79,422382.63,26844.09,2,1356.79,1596542.92,1340974.79,591295.97,376317.65,51077.32,1931783.75,2,4,3,1,19,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
1583,60,488895.36,5781.28,2,4794.87,369137.25,878322.56,902061.01,222191.87,37463.06,179953.14,2,4,4,1,20,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1584,60,92607.75,19835.0,1,999.9,102478.95,229116.2,140015.45,60715.79,3956.85,312132.6,2,2,4,1,21,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1585,18,328107.32,35319.24,2,8433.07,86324.17,1688758.59,688012.76,377156.08,95976.5,1912940.47,1,3,1,2,22,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1586,76,59980.67,24186.96,2,19.18,478753.3,503727.82,517342.09,119260.97,25489.68,1321626.92,0,2,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1587,63,96059.68,14301.41,3,817.66,1309510.87,657336.87,302223.85,430668.98,72159.34,131595.38,1,4,3,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1588,82,138340.67,14770.47,2,275.81,533544.02,160695.23,96417.14,119075.16,17394.31,53883.65,1,1,4,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1589,84,145503.59,27033.75,1,975.67,466532.68,499893.16,359146.54,124924.76,26095.51,375420.63,2,2,1,2,4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1590,51,138844.41,22795.47,1,6568.94,629977.95,286280.41,74761.13,116189.73,22248.25,1056141.72,0,2,1,1,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1591,50,87964.25,28324.17,1,3876.82,235674.21,95426.12,23274.66,39101.44,35246.33,764131.21,1,2,1,1,9,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1592,57,187601.47,4761.21,1,5015.04,0.0,1268649.17,678995.33,231573.14,57662.47,495342.28,3,2,2,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1593,18,37871.02,34761.58,1,3608.56,93376.13,659353.32,517139.86,84035.23,18233.2,802254.97,1,2,2,2,11,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1594,63,307054.44,35028.9,1,1717.51,531702.4,1112826.27,996367.71,267854.7,24031.93,1480748.69,3,4,3,2,12,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1595,35,334843.23,68760.51,1,9810.38,2374318.47,3245233.13,1800437.56,232278.67,50535.96,2581344.91,1,4,3,2,13,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1596,54,102583.5,22735.5,1,4758.13,939876.6,93238.9,51078.7,25798.8,8800.95,963100.85,3,2,3,1,14,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1597,53,99151.32,27849.22,3,3352.33,357978.08,600265.17,509527.41,107419.55,47746.81,144831.9,2,2,3,1,15,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
1598,41,170208.96,29922.0,1,2939.72,313549.47,659087.25,380014.27,267197.54,59873.4,1522225.58,0,2,3,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1599,84,156360.76,36720.54,1,2619.3,491419.66,256500.32,291029.21,186061.39,14386.23,120138.03,2,2,3,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1600,51,254049.93,6954.57,1,8670.15,142987.99,1568622.87,907026.83,171268.01,216.71,711447.62,2,2,3,2,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1601,66,261771.18,20614.6,1,2516.3,785259.37,826021.01,275340.34,441629.21,45726.85,1175634.42,1,2,4,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1602,77,162652.13,37196.72,3,5965.1,158088.09,1305930.6,746246.06,222474.61,83580.72,1210723.14,0,4,4,1,5,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1603,40,230764.8,21653.4,1,1907.49,676955.94,381602.53,398689.21,193079.49,16057.49,594087.66,2,2,1,2,6,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1604,72,316487.54,51908.88,1,2178.25,1133288.14,333646.22,190654.98,323160.2,16174.75,1183141.72,3,5,2,1,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1605,74,36006.03,36840.36,1,2452.18,862294.27,489630.62,151954.33,259335.39,33108.3,726780.01,0,2,3,1,8,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1606,59,348927.59,32421.72,3,2000.06,684129.09,328315.76,213117.25,228611.45,12037.08,773614.28,0,5,4,1,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1607,26,38281.04,26898.4,1,1912.32,1038515.84,1506675.71,320168.59,435052.61,49608.96,880957.44,1,1,1,1,10,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1608,65,80225.54,12850.1,2,4444.44,947589.94,216390.4,112410.6,18547.75,9999.42,1392172.4,3,1,1,2,11,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1609,52,484691.0,11373.06,2,7984.1,1236981.31,1407701.3,722873.64,223710.37,97886.22,3487314.08,1,5,1,1,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1610,65,139535.92,58891.42,1,7107.55,649611.07,1021773.49,454121.55,280987.71,27691.75,1962514.45,1,3,2,2,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1611,65,204212.28,39148.16,2,3970.98,139875.97,2532175.03,1127226.31,450727.16,48104.06,1763512.13,2,2,2,1,14,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1612,67,349188.0,49402.5,1,5869.14,692863.5,727295.44,529660.81,234789.94,64263.84,294391.26,0,3,3,2,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1613,47,84800.04,46266.9,1,6607.74,1067368.02,3123544.47,720817.95,1712270.28,124704.87,823236.06,2,5,3,1,16,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1614,30,114430.69,15505.6,2,2375.51,336785.06,26828.58,7290.37,23402.1,251.71,340478.9,1,1,3,1,17,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1615,66,170920.42,5516.55,3,2695.5,333446.4,752092.2,255711.35,526163.7,13552.65,274001.4,1,2,3,2,18,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1616,48,321119.76,48322.6,2,7706.54,860889.43,391029.95,92972.16,194913.39,87025.88,1614452.24,2,3,3,2,19,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1617,30,138366.66,25964.12,1,1997.79,1181014.0,2735303.73,1416150.16,518543.75,25406.66,3021187.26,1,4,3,2,20,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1618,41,139498.46,21813.72,2,6892.77,187627.59,911326.28,268037.14,343470.45,52516.27,2017006.26,2,2,3,1,21,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1619,29,292103.82,10039.35,3,4907.84,447035.1,1380431.11,900912.94,353390.36,28762.34,450153.85,1,5,4,2,22,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1620,47,181982.24,4557.84,1,2754.02,231460.32,113852.16,73566.01,110734.36,27682.93,741194.64,3,2,4,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1621,47,41258.88,31081.95,2,970.1,540708.32,1292689.04,354447.0,722446.38,3308.72,444933.24,2,2,3,2,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1622,35,138442.89,4883.13,1,661.96,258408.86,442275.47,228048.29,537088.28,24945.98,990724.74,0,2,1,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1623,64,116508.94,14003.02,3,68.27,294887.78,21065.12,31597.68,12744.4,8857.43,140095.14,2,1,2,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1624,44,111496.5,7301.0,1,1799.03,274664.43,329165.38,214155.79,217090.51,34670.35,160689.25,3,2,3,2,8,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1625,38,73812.6,9656.94,3,43.02,328683.77,615087.98,229989.42,243895.76,17864.8,353781.12,3,2,4,1,9,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1626,60,51971.25,24291.0,2,774.4,61186.4,623735.06,481977.09,269907.17,7678.88,314790.08,0,2,1,1,10,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
1627,85,90061.21,22896.08,1,1568.54,127661.63,433119.98,152458.23,230904.93,10078.95,354743.59,1,1,1,1,11,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1628,65,112254.77,9488.16,1,592.42,1414317.17,348082.73,224671.58,45883.63,7191.36,1239307.34,3,2,1,2,12,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1629,19,200034.65,36168.0,1,4542.5,656478.11,396416.25,269171.53,189398.87,11930.13,374449.34,3,2,2,2,13,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1630,72,468818.09,32124.55,1,3952.77,204628.21,80368.81,39633.93,87370.81,22240.53,622936.26,3,4,2,1,14,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1631,64,102656.95,10408.53,2,1680.06,36116.99,149993.14,120912.84,18320.59,24312.89,440832.68,0,1,3,2,15,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1632,21,58419.24,32798.48,2,5453.73,211534.52,288545.16,114829.2,163440.22,43380.55,1504926.83,3,2,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1633,72,140855.22,12999.46,1,1083.38,669122.46,476404.09,381123.27,157107.48,34604.82,476822.17,2,1,3,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1634,34,303715.37,37170.7,1,7323.54,830988.06,3243585.67,1203594.68,911671.97,8707.0,1639408.93,2,2,3,1,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1635,40,67402.74,2197.44,3,1495.84,127332.4,429040.5,256438.0,146761.44,27940.26,599202.96,3,1,3,2,4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1636,48,50226.88,18022.25,1,2153.36,371797.72,33293.55,26560.02,6943.01,13309.28,239669.66,3,1,3,1,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1637,83,33952.28,7396.32,2,3527.35,284148.91,447927.9,212624.0,65913.44,40683.7,678764.21,2,1,3,1,6,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1638,17,284819.62,39901.68,1,3858.7,476516.68,885748.27,757688.28,213540.03,10419.75,450288.01,1,2,4,1,7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1639,58,236893.51,30897.72,1,827.3,842966.36,491151.7,528454.36,55021.42,2354.33,1135129.37,0,2,4,1,8,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1640,42,223656.45,30746.24,3,1089.96,486874.06,42186.43,45516.93,8193.05,13025.49,971928.25,2,2,3,2,9,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1641,43,233880.87,5531.35,1,10937.15,729742.35,1146381.81,335526.38,668070.31,87161.11,439707.05,0,4,1,2,10,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1642,54,325866.66,6405.63,2,6912.26,136488.84,600544.06,233544.91,374116.71,35695.6,948872.23,0,3,2,1,11,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1643,76,94314.48,15868.8,1,8565.48,1459532.03,3760505.45,1867963.49,471906.57,77808.76,951559.94,3,5,3,2,12,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1644,32,274475.79,56993.09,1,1837.22,720813.94,1218779.87,511887.55,629134.17,4208.05,566092.45,0,3,4,1,13,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1645,22,381103.3,22245.55,1,4636.72,573978.5,592604.24,311896.97,103965.66,2487.8,2167704.06,0,4,1,2,14,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1646,75,185228.22,19918.6,2,1959.95,163347.16,469912.37,138209.52,265362.28,36333.33,946593.28,3,2,1,2,15,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1647,83,210650.82,28919.28,1,4093.55,707178.12,30355.17,17597.2,15045.61,4661.89,699099.2,1,3,1,1,16,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1648,24,72484.3,14037.84,3,1117.01,353225.87,160468.52,187666.57,88529.66,11943.68,81281.23,2,1,2,2,17,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1649,26,264913.69,52901.25,1,4641.0,208822.95,1447898.55,630870.08,395276.3,31956.75,1421316.75,2,3,2,1,18,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1650,70,345819.23,24722.72,1,2177.56,286200.71,1312115.54,493667.23,837675.35,53240.01,1279233.84,2,4,3,1,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
1651,29,168308.61,12991.26,2,2541.18,126578.89,105527.85,28492.52,68561.44,25353.58,785860.94,1,1,3,2,20,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1652,66,95699.35,29523.37,3,3145.64,113185.12,68399.89,31090.86,50833.55,15264.66,938632.93,0,2,3,2,21,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1653,72,390347.05,32717.64,2,655.56,798844.1,272225.32,292023.52,239459.29,26341.15,759225.36,3,5,3,2,22,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1654,57,142392.94,45693.12,1,6610.96,1055434.98,1200953.26,206533.36,692422.22,8896.81,2623231.49,1,2,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1655,54,379053.54,45646.51,1,3644.96,1787687.81,97304.56,59228.87,29191.37,19720.25,731342.34,3,4,3,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1656,52,47929.95,17458.89,3,430.03,431728.82,27367.89,27025.79,6393.82,5921.0,385784.09,0,1,3,2,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1657,82,264217.61,31962.48,3,6889.08,531769.66,914049.58,582482.57,276007.13,76682.87,227082.93,3,4,4,2,4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1658,70,183031.56,35955.0,1,7551.25,534932.29,1058173.9,997359.31,249583.09,53740.42,1468926.01,0,4,4,2,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1659,39,58847.05,1731.01,1,3625.72,327630.0,640243.86,322360.54,96529.07,15337.68,475510.78,0,1,1,2,9,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1660,35,305474.84,55916.76,2,2999.95,1345293.0,269723.7,170684.53,48044.53,57586.11,1431928.0,3,2,2,1,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1661,60,307944.31,14357.46,2,4015.03,1321538.58,806858.37,256232.05,340952.18,104038.92,293342.93,2,3,3,1,11,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
1662,31,210111.51,37398.0,1,2337.17,0.0,81827.2,65013.39,28247.2,447.96,1162832.42,3,5,4,1,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1663,73,72711.11,13876.45,1,1623.58,282070.49,221793.11,89432.71,220004.46,14378.82,581719.41,3,1,1,2,13,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1664,62,153294.08,47332.48,1,3531.65,1032232.17,396539.89,178831.71,144853.69,7394.92,638836.61,1,2,1,1,14,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1665,20,365561.24,37850.85,1,2684.87,349750.23,54859.24,25252.67,57497.71,35152.9,1162829.24,1,5,1,2,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1666,43,278325.13,31407.42,3,309.1,499815.56,334392.32,364337.9,103761.44,4084.6,486852.47,0,2,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1667,40,64687.9,26213.12,2,4105.25,790835.81,444066.54,228377.08,132289.54,10837.34,1010949.41,2,2,2,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1668,40,49767.51,18779.1,1,1961.3,168992.5,219769.86,88217.48,60560.52,4503.67,279498.6,3,1,3,1,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1669,61,96837.0,22583.88,1,1942.2,638341.65,636611.63,417617.23,98089.12,31928.85,557118.9,3,1,3,2,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1670,17,112505.67,11242.8,2,711.99,223278.61,1109608.79,287676.35,635764.74,29880.74,86444.33,3,1,3,1,5,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1671,49,432010.28,23347.32,1,2651.85,863853.28,251496.87,246924.2,182998.27,43754.04,589717.28,3,4,3,1,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1672,19,113684.56,5710.4,1,1165.52,412964.8,111178.81,53365.83,67359.54,20072.4,159087.32,3,1,3,2,7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1673,50,69433.57,29961.25,1,5019.15,1145286.56,985148.61,271765.13,415800.66,36300.29,296777.18,1,2,3,2,8,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1674,80,129996.19,7533.34,1,1028.05,447947.22,1013124.65,312220.8,240473.74,55125.97,983046.29,3,1,3,2,9,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1675,62,100901.3,21168.0,2,3312.76,50876.78,505043.45,271089.5,81215.44,5030.64,871845.41,2,2,4,2,10,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1676,20,167943.88,14054.01,1,2149.58,665637.27,153113.14,137579.92,64928.85,33865.28,287653.77,2,2,4,1,11,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1677,84,131150.24,13680.75,1,3437.66,298772.43,647719.46,155009.78,438456.25,33521.18,584749.2,0,1,1,2,12,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1678,19,366034.24,17474.68,1,3038.1,559075.84,1532568.0,411176.78,951687.35,85826.79,1019083.44,2,3,2,2,13,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1679,76,128380.31,39652.86,1,9587.91,2015150.96,570860.32,123126.74,124992.29,117978.06,2411017.44,2,4,3,2,14,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1680,17,402930.83,9845.77,1,2162.17,395885.87,1070724.13,313136.3,508795.98,36525.71,2100375.89,0,3,4,1,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1681,61,480745.86,69602.45,2,3950.53,270004.92,1112801.54,381237.56,324567.12,49397.03,2296981.56,1,4,1,1,16,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1682,69,113169.48,26216.72,1,2889.41,163914.44,545505.68,199432.18,286478.47,16409.78,417685.79,0,1,1,1,17,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1683,64,282986.86,4808.73,1,2710.46,672434.41,1503762.65,404859.17,989013.13,34105.44,2005275.83,0,3,1,2,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1684,63,79064.7,40560.0,3,1989.26,440512.8,478134.75,221991.13,125510.37,74812.92,1740979.24,3,2,2,1,19,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1685,42,217152.92,40432.6,1,3213.6,442208.52,2150327.79,1075163.9,293878.13,60584.16,1148607.72,1,2,2,1,20,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1686,56,205230.68,9475.87,1,2756.14,214775.49,129367.97,69069.34,27178.24,25903.44,1123659.93,2,2,3,2,21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1687,56,141076.93,23841.48,1,7681.52,286219.49,1419823.59,691708.93,205328.33,44834.45,288474.22,2,2,3,1,22,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1688,40,89051.64,4331.32,2,502.5,234064.86,130298.13,163859.77,41616.43,15004.14,312536.73,1,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1689,66,36306.25,5281.5,2,2902.89,509390.4,367935.51,96305.27,108454.55,7863.48,428419.33,0,1,3,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1690,72,131060.16,27387.8,1,1647.92,1230159.76,1476110.5,651789.05,380338.08,6394.51,377511.97,2,2,3,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1691,39,347873.76,8150.87,1,789.48,583355.94,474517.29,391992.54,103981.18,17619.71,1118741.15,3,4,3,1,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1692,24,53882.64,4068.8,3,3158.74,378781.62,1654622.91,596920.92,279191.43,16909.16,760984.25,0,1,3,2,8,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1693,60,231058.46,15558.48,2,1811.87,852715.89,564498.46,204180.3,384459.49,37945.02,1037021.16,2,2,4,1,9,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1694,66,335256.24,59449.08,1,8125.45,1617781.81,1512888.59,564331.46,604555.08,51312.87,2094410.19,1,3,4,1,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1695,78,151559.32,17095.08,2,3992.64,342906.43,529821.65,384472.35,44730.08,45363.62,989413.39,0,1,1,2,11,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
